Gene ID,Gene class (BV-BRC),Gene subsystem (BV-BRC),Gene annotation (BV-BRC),logFC,logCPM,PValue,FDR,Bt_1_mono_rep1,Bt_1_mono_rep2,Bt_1_mono_rep3,Bt_1_mono_rep4,Bt_1_mono_rep5,Bil_Bt_rep1,Bil_Bt_rep2,Bil_Bt_rep3,Bil_Bt_rep4,Bil_Bt_rep5,Bil_Bt_rep6
QI0072_1754,#N/A,#N/A,hypothetical protein,-3.689507996,-0.009639311,5.40E-05,0.000133101,0,61.236,61.661,30.988,67.38,0.933,1.878,4.902,0,2.882,0
QI0072_1755,#N/A,#N/A,hypothetical protein,-1.11850666,4.154894604,0.0007801,0.001601413,308.48,1109.52,636.136,433.829,723.824,198.688,168.086,177.457,158.624,174.831,108.708
QI0072_1771,#N/A,#N/A,hypothetical protein,-3.178519545,3.737197964,1.73E-39,4.05E-38,948.038,455.64,689.576,497.87,868.793,41.044,39.439,45.1,42.63,47.07,24.05
QI0072_1772,#N/A,#N/A,hypothetical protein,-3.157427026,1.554768237,2.37E-22,2.65E-21,189.834,100.677,162.374,104.325,151.094,7.462,4.695,10.785,10.905,5.764,9.62
QI0072_1773,#N/A,#N/A,hypothetical protein,-3.808457139,1.940193495,1.31E-14,8.82E-14,432.776,87.184,139.765,128.083,180.701,3.731,5.634,12.746,7.931,5.764,7.696
QI0072_1775,#N/A,#N/A,hypothetical protein,-2.699168083,1.781187567,1.70E-06,5.14E-06,429.386,45.668,81.187,120.852,107.195,12.126,12.207,8.824,22.802,9.606,11.544
QI0072_1776,"Cofactors, Vitamins, Prosthetic Groups",BtuS-PduT gene cluster for metalloporphyrine salvage,TonB-Dependent Hemoglobin Receptor HmuR,-2.962234505,3.166799825,5.32E-06,1.51E-05,1407.933,84.07,291.862,158.038,209.286,19.589,46.012,50.002,18.837,22.094,28.86
QI0072_1777,#N/A,#N/A,hypothetical protein,-2.973441552,1.976231678,9.15E-05,0.000216616,684.757,26.986,54.467,69.206,67.38,11.194,14.085,14.706,8.923,16.33,11.544
QI0072_1779,#N/A,#N/A,hypothetical protein,-2.568644839,3.279257688,0.002684344,0.00502391,1853.138,61.236,65.772,81.601,95.965,55.968,52.585,40.198,34.699,41.306,28.86
QI0072_178,#N/A,#N/A,hypothetical protein,1.525343003,2.632252865,0.000184169,0.000418806,134.466,51.895,63.716,71.272,85.756,251.858,220.671,132.358,47.587,83.573,56.759
QI0072_1788,#N/A,#N/A,hypothetical protein,1.616857195,1.119334967,5.88E-08,2.10E-07,15.819,10.379,41.107,28.922,49.004,34.514,52.585,34.315,50.561,48.031,43.291
QI0072_1789,#N/A,#N/A,hypothetical protein,1.751048593,0.594864142,1.55E-07,5.24E-07,2.26,16.606,17.471,16.527,38.795,34.514,35.683,39.217,28.751,25.936,24.05
QI0072_1797,#N/A,#N/A,hypothetical protein,1.848792397,0.085848548,1.11E-05,3.00E-05,2.26,9.341,3.083,17.56,27.565,25.186,30.049,25.491,19.828,21.133,11.544
QI0072_180,Clustering-based subsystems,Cell division related cluster,Chromosome (plasmid) partitioning protein ParB,-1.39445175,-0.183206657,0.000472418,0.001005197,46.328,17.644,19.526,28.922,40.836,4.664,13.146,9.804,3.966,3.842,1.924
QI0072_1822,#N/A,#N/A,Heterodimeric efflux ABC transporter permease/ATP-binding subunit 2,-1.734962727,2.356790373,2.51E-09,1.05E-08,301.7,189.937,214.786,155.972,185.805,21.455,45.073,33.335,35.69,45.149,24.05
QI0072_1824,#N/A,#N/A,Heterodimeric efflux ABC transporter permease/ATP-binding subunit 1,-2.11360696,1.537215563,3.90E-07,1.26E-06,254.242,76.805,97.63,65.074,127.613,20.522,10.329,20.589,8.923,17.291,13.468
QI0072_1826,#N/A,#N/A,Tetracenomycin polyketide synthesis O-methyltransferase TcmP,-1.965279232,1.633764036,4.82E-08,1.74E-07,209.043,75.767,127.433,113.622,133.739,31.715,13.146,9.804,22.802,19.212,9.62
QI0072_1827,#N/A,#N/A,Transcriptional regulator AcrR family,-1.05106909,3.253505997,0.005085896,0.009048164,752.555,177.482,275.419,245.836,263.394,144.585,95.781,99.023,66.424,66.282,71.189
QI0072_1831,#N/A,#N/A,hypothetical protein,-1.767650558,-0.395022151,0.000103164,0.000241902,18.079,13.493,51.384,30.988,23.481,4.664,6.573,4.902,0,3.842,4.81
QI0072_1832,#N/A,#N/A,Site-specific recombinase Mpi,-1.790590547,3.491148193,5.97E-23,6.99E-22,336.729,379.873,570.364,460.685,771.806,77.423,108.927,68.63,61.467,58.597,72.151
QI0072_1838,#N/A,#N/A,hypothetical protein,-2.489122739,2.749116999,2.78E-21,2.89E-20,280.231,312.409,364.828,272.692,342.004,16.791,33.805,36.276,42.63,21.133,26.936
QI0072_1841,#N/A,#N/A,hypothetical protein,1.057432329,1.841361729,5.41E-05,0.000133113,68.928,40.478,80.159,65.074,43.899,89.549,93.903,56.865,50.561,71.085,41.367
QI0072_1842,#N/A,#N/A,FIG00898120: hypothetical protein,1.829167284,0.974451164,1.92E-06,5.77E-06,32.769,10.379,23.637,18.593,27.565,24.253,47.89,20.589,47.587,51.873,50.025
QI0072_1843,#N/A,#N/A,hypothetical protein,2.022571812,0.058581381,4.40E-07,1.40E-06,2.26,6.227,8.221,6.198,32.669,16.791,30.988,26.472,20.819,23.055,15.392
QI0072_1853,#N/A,#N/A,DNA-binding protein HU,1.202894368,2.784572775,0.000348981,0.000759045,193.224,67.464,70.91,69.206,141.906,201.486,196.256,110.788,110.045,130.643,63.493
QI0072_1869,#N/A,#N/A,hypothetical protein,-1.828352466,0.123328837,0.000374412,0.000809682,76.837,22.834,38.024,19.626,52.066,2.798,4.695,12.746,11.897,2.882,1.924
QI0072_1871,#N/A,#N/A,hypothetical protein,1.045068984,3.835641448,1.11E-06,3.41E-06,306.22,177.482,211.703,199.355,338.941,401.107,354.013,278.442,186.383,215.177,186.631
QI0072_1872,#N/A,#N/A,TonB-dependent receptor%3B Outer membrane receptor for ferrienterochelin and colicins,1.779793272,7.969879897,1.09E-23,1.33E-22,1845.229,1833.978,3463.293,3109.106,5144.355,4261.062,5908.352,6480.629,5333.731,5244.934,4261.729
QI0072_1873,#N/A,#N/A,hypothetical protein,1.282965615,5.666618441,1.38E-08,5.30E-08,1186.46,396.48,677.243,619.755,1041.326,1236.902,1114.624,1071.608,948.77,882.801,707.081
QI0072_1874,#N/A,#N/A,TonB-dependent receptor%3B Outer membrane receptor for ferrienterochelin and colicins,1.256058275,9.219479615,3.80E-20,3.70E-19,7584.307,6007.392,10606.721,9406.854,13945.602,9406.425,12895.646,14094.634,11524.031,11490.825,9507.6
QI0072_1875,#N/A,#N/A,hypothetical protein,1.159492401,7.01529895,1.22E-17,1.01E-16,2202.297,1318.139,2214.658,2005.942,2996.365,3156.618,3357.957,2467.737,1979.825,2153.689,1857.652
QI0072_1877,#N/A,#N/A,Cobalt/zinc/cadmium resistance protein CzcD,-2.27570434,4.925069783,1.55E-31,2.66E-30,1826.019,1208.121,1345.238,1228.149,1448.668,154.846,205.647,163.731,136.813,132.564,145.264
QI0072_1879,#N/A,#N/A,Calycin-like beta-barrel domain protein,-1.414907516,4.997565464,1.66E-06,5.02E-06,2379.701,560.469,1215.75,1149.646,1147.501,221.075,373.732,278.442,268.669,232.468,187.593
QI0072_1880,"Cofactors, Vitamins, Prosthetic Groups",BtuS-PduT gene cluster for metalloporphyrine salvage,Hemophore HmuY recruits heme from host protein carriers,-2.064958563,2.355750409,1.84E-16,1.43E-15,285.88,119.359,258.976,230.342,253.185,20.522,36.622,38.237,20.819,25.936,28.86
QI0072_1881,"Cofactors, Vitamins, Prosthetic Groups",BtuS-PduT gene cluster for metalloporphyrine salvage,TonB-Dependent Hemoglobin Receptor HmuR,-3.010780519,3.792362676,5.45E-30,8.68E-29,976.287,374.684,736.849,759.2,665.632,30.783,76.061,49.021,40.647,45.149,37.519
QI0072_1882,"Cofactors, Vitamins, Prosthetic Groups",BtuS-PduT gene cluster for metalloporphyrine salvage,CobN-like chelatase BtuS for metalloporphyrine salvage,-2.699122679,4.873600385,6.24E-17,4.95E-16,2439.589,768.049,1443.895,1133.12,1485.421,65.296,108.927,131.377,143.753,154.658,92.353
QI0072_1883,"Cofactors, Vitamins, Prosthetic Groups",BtuS-PduT gene cluster for metalloporphyrine salvage,Protein BF2544 predicted transporter component,-2.616178851,1.206552619,5.13E-08,1.84E-07,231.642,43.592,88.381,73.338,76.568,17.723,8.451,10.785,6.94,4.803,5.772
QI0072_1884,"Cofactors, Vitamins, Prosthetic Groups",BtuS-PduT gene cluster for metalloporphyrine salvage,hypothetical transporter PduT for various metalloporphyrins,-2.80432309,1.62872502,1.21E-11,6.29E-11,279.101,58.123,125.377,113.622,154.157,5.597,14.085,15.687,11.897,6.724,11.544
QI0072_1885,"Cofactors, Vitamins, Prosthetic Groups",BtuS-PduT gene cluster for metalloporphyrine salvage,Protein DUF2149 predicted transporter component,-2.684732382,0.903271613,9.78E-13,5.59E-12,105.086,62.274,57.55,95.029,96.986,2.798,5.634,8.824,3.966,13.449,5.772
QI0072_1886,#N/A,#N/A,hypothetical protein,2.198688278,7.517684348,1.78E-18,1.56E-17,2498.347,945.531,1417.176,1422.339,2191.889,5024.098,7573.246,3882.495,2800.704,3346.768,2637.847
QI0072_1888,Carbohydrates,D-Galacturonate and D-Glucuronate Utilization,4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14),-1.026936207,6.289309486,5.14E-10,2.27E-09,3552.602,2348.778,2688.42,2576.117,3344.494,1002.767,917.429,744.145,710.834,652.255,544.501
QI0072_189,#N/A,#N/A,TonB-dependent receptor,-1.873990736,1.689586147,1.97E-05,5.13E-05,306.22,61.236,97.63,79.535,125.572,15.858,28.171,16.667,10.905,23.055,22.126
QI0072_1891,Carbohydrates,D-Galacturonate and D-Glucuronate Utilization,Altronate dehydratase (EC 4.2.1.7),-1.78794438,8.28326821,1.16E-17,9.61E-17,6863.391,13606.931,15425.529,13556.117,20581.504,1749.946,2054.589,2317.732,2367.463,2153.689,1762.413
QI0072_1892,#N/A,#N/A,hypothetical protein,-1.254601251,4.83031859,3.96E-13,2.35E-12,862.161,939.304,1272.272,1023.629,1613.035,355.399,273.257,267.657,165.564,238.231,191.441
QI0072_190,#N/A,#N/A,hypothetical protein,-1.974715826,1.427930122,0.001295831,0.002562353,298.31,60.198,80.159,46.482,61.254,24.253,4.695,17.648,11.897,6.724,23.088
QI0072_1904,#N/A,#N/A,Acetyltransferase,1.123688213,5.549096935,0.001242856,0.002464571,1331.096,491.967,661.828,550.549,749.346,1662.262,1550.332,714.732,574.02,603.264,456.957
QI0072_1905,"Stress Response, Defense and Virulence",Bile hydrolysis,Choloylglycine hydrolase,-2.818368546,6.197960912,5.63E-54,2.15E-52,4561.658,2905.095,3854.841,3170.049,3944.788,291.969,283.586,267.657,281.558,310.277,218.378
QI0072_191,#N/A,#N/A,hypothetical protein,-2.32416408,0.398035303,1.17E-07,4.02E-07,97.177,45.668,50.356,25.823,50.024,3.731,11.268,7.843,5.948,4.803,1.924
QI0072_1911,#N/A,#N/A,Two-component system sensor histidine kinase,1.022924887,4.459914095,1.71E-06,5.15E-06,487.014,271.931,327.831,375.985,432.865,595.131,572.806,386.289,389.62,296.829,255.896
QI0072_192,#N/A,#N/A,hypothetical protein,-1.575709425,-0.051209783,0.003275873,0.006031844,68.928,24.91,20.554,24.79,31.648,2.798,3.756,7.843,7.931,13.449,0.962
QI0072_1923,#N/A,#N/A,RNA polymerase ECF-type sigma factor,1.539892824,4.27953493,1.35E-15,9.71E-15,279.101,168.141,258.976,272.692,326.691,540.095,629.148,335.306,302.377,319.883,293.415
QI0072_1930,#N/A,#N/A,endo-beta-N-acetylglucosaminidase,-1.913713554,0.764838768,2.00E-06,5.99E-06,33.899,57.085,71.938,99.161,84.735,13.992,10.329,2.941,15.862,3.842,9.62
QI0072_1934,#N/A,#N/A,hypothetical protein,-1.052836445,0.849703317,0.002052935,0.003923173,90.397,33.213,77.076,41.317,75.547,27.051,14.085,10.785,9.914,21.133,11.544
QI0072_1955,#N/A,#N/A,hypothetical protein,-1.983065918,0.955958669,2.31E-16,1.77E-15,62.148,63.312,94.547,80.568,107.195,13.992,15.963,5.883,10.905,9.606,7.696
QI0072_1963,#N/A,#N/A,Serine protease DegP/HtrA do-like (EC 3.4.21.-),-1.771438603,8.567417025,4.55E-10,2.02E-09,31463.802,10447.549,12834.739,11394.204,15270.741,2434.626,2810.505,2929.519,2697.599,2469.73,2046.207
QI0072_1965,#N/A,#N/A,L-alanyl-gamma-D-glutamyl-L-diamino acid endopeptidase,1.133762245,5.786195169,9.20E-17,7.24E-16,968.378,630.008,1015.351,755.069,1239.382,1044.744,1260.173,1181.416,1054.849,1028.814,730.17
QI0072_1969,Phosphate Metabolism,High affinity phosphate transporter and control of PHO regulon,Phosphate transport system regulatory protein PhoU,-1.833822476,3.298387368,1.53E-22,1.71E-21,493.794,315.523,466.568,375.985,498.203,74.625,81.695,64.708,41.639,67.243,51.949
QI0072_1970,Phosphate Metabolism,High affinity phosphate transporter and control of PHO regulon,Phosphate ABC transporter ATP-binding protein PstB (TC 3.A.1.7.1),-1.915313859,3.028643438,1.58E-20,1.58E-19,294.92,358.077,400.797,301.614,432.865,53.17,81.695,46.08,53.536,44.188,27.898
QI0072_1971,Phosphate Metabolism,High affinity phosphate transporter and control of PHO regulon,Phosphate ABC transporter permease protein PstA (TC 3.A.1.7.1),-2.382867015,3.421408603,4.79E-27,6.68E-26,401.137,471.209,546.728,477.212,644.193,55.036,57.281,50.982,27.759,53.794,58.683
QI0072_1972,Phosphate Metabolism,High affinity phosphate transporter and control of PHO regulon,Phosphate ABC transporter permease protein PstC (TC 3.A.1.7.1),-3.964835553,2.787247176,7.53E-15,5.12E-14,158.195,407.897,420.323,371.853,473.701,18.656,9.39,10.785,0,13.449,19.24
QI0072_1973,Phosphate Metabolism,High affinity phosphate transporter and control of PHO regulon,Phosphate ABC transporter substrate-binding protein PstS (TC 3.A.1.7.1),-2.244779928,3.099299767,2.02E-12,1.12E-11,642.949,250.135,358.662,321.24,380.799,29.85,34.744,56.865,34.699,57.637,44.253
QI0072_1976,#N/A,#N/A,Alkaline phosphatase like protein,-1.608220041,8.375350072,2.54E-20,2.49E-19,17192.377,11181.348,13597.28,12334.166,16129.324,1898.262,2569.175,3000.11,2639.106,2479.336,1980.79
QI0072_1977,#N/A,#N/A,hypothetical protein,-3.329650355,10.51130179,5.39E-115,1.06E-112,82492.902,61698.246,79326.889,73538.113,90588.224,4006.406,4155.191,4054.07,4359.185,4221.884,3336.27
QI0072_1978,#N/A,#N/A,Thiol peroxidase Tpx-type (EC 1.11.1.15),-3.047293848,10.48031639,1.77E-57,7.35E-56,105875.214,52256.427,68894.874,63943.266,75641.111,5526.881,5997.56,4722.722,4541.602,4130.626,3640.267
QI0072_1979,#N/A,#N/A,putative membrane protein,-2.742642099,6.633294571,4.92E-33,9.12E-32,6629.489,3613.984,5104.504,4344.486,5024.909,297.565,346.501,484.331,409.448,382.323,387.692
QI0072_1983,#N/A,#N/A,Predicted ATPase related to phosphate starvation-inducible protein PhoH,-1.601534639,6.801417001,5.79E-38,1.25E-36,4556.008,3921.204,5100.393,4540.741,5662.976,877.771,939.965,840.227,849.63,800.189,632.044
QI0072_1984,"Cofactors, Vitamins, Prosthetic Groups",Folate Biosynthesis,Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17),1.431070789,8.679115951,3.05E-42,7.73E-41,5311.953,3933.659,6308.949,5775.088,8216.267,7920.463,11779.144,8737.575,7295.711,7762.695,6184.798
QI0072_1989,Energy and Precursor Metabolites Generation,Pentose phosphate pathway,Transketolase C-terminal section (EC 2.2.1.1),-1.191320069,2.269241257,2.26E-07,7.47E-07,194.354,114.17,221.98,174.564,216.432,44.775,77,32.354,25.776,34.582,40.405
QI0072_199,#N/A,#N/A,hypothetical protein,-1.054452231,0.65984274,0.002227126,0.004236212,55.368,30.099,83.242,60.943,41.857,23.32,23.476,15.687,7.931,7.685,6.734
QI0072_1990,Energy and Precursor Metabolites Generation,Pentose phosphate pathway,Transketolase N-terminal section (EC 2.2.1.1),-1.097871618,1.769139738,8.95E-07,2.77E-06,131.076,102.753,101.741,127.05,159.262,35.447,52.585,21.569,22.802,27.858,25.012
QI0072_1991,#N/A,#N/A,Undecaprenyl-phosphate galactosephosphotransferase (EC 2.7.8.6),-1.643746444,1.380922667,9.83E-10,4.27E-09,100.567,83.032,96.602,107.424,138.843,21.455,18.781,18.628,5.948,26.897,13.468
QI0072_1992,#N/A,#N/A,hypothetical protein,-1.389922352,1.677177185,2.18E-07,7.25E-07,91.527,124.549,124.35,126.017,149.053,42.909,37.561,15.687,16.854,23.055,15.392
QI0072_2003,#N/A,#N/A,Oxidoreductase short-chain dehydrogenase/reductase family,-1.183474988,1.537999098,0.002935795,0.005436329,203.393,60.198,79.132,100.194,77.589,13.992,29.11,36.276,14.871,34.582,20.202
QI0072_201,#N/A,#N/A,Outer membrane lipoprotein,-1.726991079,0.397695243,3.63E-05,9.11E-05,51.978,43.592,44.19,30.988,87.798,18.656,15.024,1.961,4.957,5.764,2.886
QI0072_202,#N/A,#N/A,hypothetical protein,-2.476047551,-0.232115553,8.52E-10,3.70E-09,45.198,31.137,22.609,30.988,37.774,5.597,5.634,1.961,1.983,1.921,1.924
QI0072_2026,#N/A,#N/A,hypothetical protein,-2.259733852,2.305690071,1.19E-22,1.36E-21,298.31,127.662,233.284,207.618,270.541,22.387,31.927,27.452,21.811,26.897,18.278
QI0072_2027,#N/A,#N/A,hypothetical protein,-1.264541612,6.957379896,6.06E-21,6.22E-20,5105.17,3991.782,5096.282,4319.695,6231.622,991.574,1192.563,1122.59,1094.505,1106.624,918.725
QI0072_2028,#N/A,#N/A,Metal-dependent hydrolases of the beta-lactamase superfamily I%3B PhnP protein,-1.041573647,7.177292379,2.62E-13,1.59E-12,4769.571,4573.008,5794.08,4934.286,7449.565,1246.23,1366.283,1632.413,1536.67,1418.822,1071.685
QI0072_203,#N/A,#N/A,hypothetical protein,-1.408946705,1.232365166,3.93E-09,1.60E-08,81.357,79.919,99.685,88.832,94.944,24.253,15.024,19.609,15.862,13.449,17.316
QI0072_2031,#N/A,#N/A,L-threonine 3-dehydrogenase (EC 1.1.1.103),1.103554618,8.635044934,6.49E-28,9.55E-27,6263.381,4416.285,7257.501,6421.699,9640.434,8029.602,10225.995,7756.166,7009.196,6660.875,5675.892
QI0072_2032,#N/A,#N/A,2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29),1.218006423,9.411145583,4.35E-08,1.57E-07,16712.143,5939.929,10108.295,8843.91,11872.138,11001.524,14965.259,15537.824,13655.54,12791.492,10373.414
QI0072_2034,#N/A,#N/A,Bacterial non-heme ferritin (EC 1.16.3.2),-1.67815377,10.74670636,3.90E-07,1.26E-06,149996.854,42354.816,53594.722,53280.374,61487.243,19815.616,13951.111,11715.135,10322.454,10013.406,8494.598
QI0072_2039,Amino Acids and Derivatives,Histidine Biosynthesis -- gjo,Imidazole glycerol phosphate synthase cyclase subunit,1.116770916,6.365995884,2.81E-12,1.53E-11,1083.634,959.024,1388.4,1404.779,2235.788,1985.013,2413.297,1725.553,1311.622,1234.385,943.737
QI0072_2040,Amino Acids and Derivatives,Histidine Biosynthesis -- gjo,Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16),1.346118078,5.687571771,1.42E-11,7.33E-11,479.104,565.658,773.846,801.55,1337.389,1365.629,1678.04,1040.234,780.232,817.48,609.918
QI0072_2041,Amino Acids and Derivatives,Histidine Biosynthesis -- gjo,Imidazole glycerol phosphate synthase amidotransferase subunit HisH,1.046533532,6.716631267,1.53E-09,6.48E-09,1099.453,1301.533,2022.481,1952.23,3017.804,1712.633,2071.492,2194.198,2178.105,1848.215,1633.502
QI0072_2042,Carbohydrates,One-carbon metabolism by tetrahydropterines,Formyltetrahydrofolate deformylase (EC 3.5.1.10),1.538948781,7.437503471,1.91E-36,3.86E-35,2127.719,1551.668,2467.468,2263.14,3428.209,3141.694,4127.02,4192.31,3431.235,3346.768,2856.224
QI0072_2045,#N/A,#N/A,Oxidoreductase aldo/keto reductase family,-2.455875132,5.675268849,6.70E-26,8.89E-25,3823.793,1591.108,2271.181,2027.633,2596.169,339.542,308.001,230.401,202.246,202.689,167.391
QI0072_2047,#N/A,#N/A,hypothetical protein,1.597116001,2.036084327,2.24E-07,7.43E-07,79.097,31.137,46.246,43.383,64.317,146.451,126.769,73.532,54.527,69.164,47.139
QI0072_2048,#N/A,#N/A,Transcriptional regulator AraC family,1.974052261,3.429795215,4.82E-17,3.85E-16,112.996,81.994,132.571,112.589,124.551,313.423,378.428,266.676,121.942,191.162,166.429
QI0072_2049,#N/A,#N/A,cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,1.891344759,3.34218526,1.38E-20,1.39E-19,101.697,88.222,125.377,104.325,140.885,332.079,271.379,240.205,175.478,181.555,126.024
QI0072_2050,#N/A,#N/A,hypothetical protein,1.896162024,5.265668983,3.64E-25,4.59E-24,409.046,354.963,383.326,350.162,631.942,1161.345,1204.771,759.832,630.53,776.173,514.678
QI0072_2054,#N/A,#N/A,Major outer membrane protein OmpA,-2.956759373,10.14150163,5.48E-55,2.18E-53,81463.507,43823.451,53460.095,46376.299,62518.36,4459.75,4908.29,3560.915,3885.296,3680.1,3219.866
QI0072_2056,#N/A,#N/A,hypothetical protein,-2.323756796,1.165351688,2.75E-11,1.37E-10,106.216,97.563,58.578,112.589,106.174,20.522,10.329,5.883,7.931,10.567,6.734
QI0072_2059,#N/A,#N/A,Flavoredoxin,-2.411016181,2.012162794,4.03E-27,5.67E-26,185.314,127.662,186.011,161.136,290.959,13.992,16.902,18.628,17.845,24.976,16.354
QI0072_2060,#N/A,#N/A,Flavodoxin,-2.173876312,2.76314399,6.27E-12,3.32E-11,157.065,280.234,364.828,305.746,475.743,22.387,33.805,64.708,50.561,25.936,19.24
QI0072_2062,#N/A,#N/A,putative membrane protein,-1.569076413,6.395097887,3.68E-14,2.40E-13,5035.112,2790.926,2754.192,2724.858,4341.921,755.574,628.208,701.986,561.132,616.712,509.868
QI0072_2063,#N/A,#N/A,Cystathionine beta-lyase (EC 4.4.1.8),-1.897534652,7.746119171,5.84E-20,5.60E-19,13420.563,7620.296,7400.349,7182.965,12465.286,1962.626,1629.21,1425.542,1162.912,1180.591,932.193
QI0072_2064,#N/A,#N/A,hypothetical protein,-1.579394854,6.857602735,1.14E-23,1.38E-22,3293.84,4843.901,4732.482,4380.638,7761.963,849.787,1109.929,998.076,752.472,831.889,685.917
QI0072_2065,#N/A,#N/A,Dienelactone hydrolase and related enzymes,-1.819900901,7.196324713,1.57E-20,1.58E-19,3183.104,5972.104,7006.746,6358.691,11161.586,872.174,1156.88,1152.003,881.354,1000.956,763.84
QI0072_2066,#N/A,#N/A,Uncharacterized MFS-type transporter,-1.562219565,7.552506091,2.85E-09,1.18E-08,3012.48,7793.627,8588.351,7738.679,13994.606,1028.886,1374.734,1772.614,1488.091,1437.074,1261.202
QI0072_2067,#N/A,#N/A,Iron-sulfur flavoprotein,-1.33204914,8.016009867,4.52E-18,3.85E-17,6217.053,9680.537,11217.165,10393.299,15682.167,2701.409,2793.603,2241.259,1838.055,2027.849,1618.11
QI0072_2069,"Cofactors, Vitamins, Prosthetic Groups",Pyridoxin (Vitamin B6) Biosynthesis,1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7),-1.777140626,2.765718095,4.88E-20,4.70E-19,232.772,260.514,333.997,224.145,428.781,38.245,52.585,59.806,39.656,47.07,31.747
QI0072_2070,#N/A,#N/A,Transcriptional regulator AraC family,1.585512506,3.530169003,2.09E-06,6.23E-06,300.57,86.146,103.796,89.865,155.178,285.439,279.83,232.361,209.185,248.798,169.315
QI0072_2081,#N/A,#N/A,hypothetical protein,-3.152612949,4.342723057,5.05E-37,1.04E-35,516.393,637.273,1238.359,1059.782,2214.349,72.759,87.329,62.747,56.51,54.755,43.291
QI0072_2082,#N/A,#N/A,hypothetical protein,-3.536572473,4.428523239,3.81E-30,6.22E-29,445.205,705.775,1304.13,1135.185,2672.737,53.17,46.012,57.845,58.493,49.952,42.329
QI0072_2083,#N/A,#N/A,hypothetical protein,-3.826528318,6.579453416,5.33E-93,5.55E-91,3422.656,3687.675,5632.733,4794.841,10194.787,160.443,257.293,234.322,185.392,176.752,156.809
QI0072_2084,#N/A,#N/A,Cytochrome c552 precursor (EC 1.7.2.2),-3.165231331,6.534029894,9.38E-50,3.04E-48,2830.556,3308.84,5422.058,4338.288,10085.549,278.909,292.976,394.132,260.738,258.404,222.226
QI0072_2085,#N/A,#N/A,Cytochrome c nitrite reductase small subunit NrfH,-2.680710646,4.219025499,3.55E-27,5.02E-26,467.804,600.947,1075.985,894.514,1900.931,84.885,66.671,85.297,65.432,74.928,70.227
QI0072_2088,#N/A,#N/A,hypothetical protein,1.035302088,6.151647542,7.67E-11,3.66E-10,1473.471,878.067,1231.165,1077.342,1480.317,1763.005,1660.198,1320.637,1136.144,1199.803,932.193
QI0072_2096,#N/A,#N/A,hypothetical protein,-3.657381689,1.706835829,1.04E-35,2.04E-34,106.216,119.359,192.177,165.268,266.457,6.53,3.756,12.746,3.966,6.724,6.734
QI0072_2097,#N/A,#N/A,Tetracycline resistance element mobilization regulatory protein RteC,-1.601625407,1.583835178,2.99E-06,8.74E-06,176.274,61.236,135.654,107.424,123.53,41.976,23.476,15.687,18.837,9.606,16.354
QI0072_2099,#N/A,#N/A,putative general stress protein,1.01873753,3.074828393,7.42E-05,0.000178866,93.787,111.056,130.516,185.927,226.642,240.664,270.44,117.651,125.908,117.195,92.353
QI0072_2105,#N/A,#N/A,hypothetical protein,-2.506591032,5.982138761,3.87E-30,6.27E-29,2932.252,2650.809,3196.096,3058.493,3589.512,514.909,370.915,231.381,192.332,250.719,193.365
QI0072_2106,#N/A,#N/A,Transglycosylase-associated protein,-3.211040064,5.822496191,4.25E-30,6.87E-29,971.768,2954.915,3689.384,3139.061,4421.552,174.435,179.354,161.771,167.547,159.461,157.771
QI0072_2108,#N/A,#N/A,putative membrane efflux protein,1.362977763,5.444329962,1.10E-25,1.43E-24,579.671,405.821,689.576,628.019,977.009,802.214,1094.904,990.232,825.836,783.858,681.107
QI0072_2109,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Cell surface glycan-binding lipoprotein utilization system for glycans and polysaccharides (PUL) SusD family,-3.027288523,8.933666634,2.82E-96,3.36E-94,24206.054,20854.619,26760.878,24287.182,31128.504,1549.392,1617.003,1579.47,1742.881,1727.178,1457.454
QI0072_2110,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Outer membrane TonB-dependent transporter utilization system for glycans and polysaccharides (PUL) SusC family,-2.779205002,9.990693547,6.06E-55,2.39E-53,54628.031,40939.114,54150.699,46978.494,61256.518,3233.109,3561.726,4012.892,4426.6,4303.536,3644.115
QI0072_2111,#N/A,#N/A,hypothetical protein,1.122321522,5.195394755,4.43E-10,1.97E-09,798.883,421.389,602.223,505.101,688.092,682.815,1000.063,798.068,630.53,654.176,457.919
QI0072_2113,"Cofactors, Vitamins, Prosthetic Groups",Biotin synthesis & utilization,8-amino-7-oxononanoate synthase (EC 2.3.1.47),-1.685944084,5.386149158,3.90E-10,1.74E-09,731.086,1483.166,2182.8,1960.493,3060.682,192.158,283.586,331.385,319.231,297.789,303.997
