Gene ID,Gene class (BV-BRC),Gene subsystem (BV-BRC),Gene annotation (BV-BRC),sampleA,sampleB,logFC,logCPM,PValue,FDR,Bil_mono_rep1,Bil_mono_rep2,Bil_mono_rep3,Bil_mono_rep4,Bil_mono_rep5,Bil_mono_rep6,Bil_Bt_rep1,Bil_Bt_rep2,Bil_Bt_rep3,Bil_Bt_rep4,Bil_Bt_rep5,Bil_Bt_rep6
QI0013_1791,"Cofactors, Vitamins, Prosthetic Groups","Riboflavin, FMN and FAD metabolism with fusion events",3%2C4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12),Bil_Bt,Bil_mono,1.047547563,5.157605238,3.23342E-12,9.59711E-12,274.135,492.278,873.975,788.138,1123.318,729.701,554.454,782.905,905.572,807.377,950.194,701.365
QI0013_1794,#N/A,#N/A,Heat shock protein Hsp20,Bil_Bt,Bil_mono,-3.108705119,5.929332532,1.0429E-108,3.4484E-107,2365.848,2522.118,4018.951,3049.319,2948.565,3968.862,198.383,182.489,203.51,191.146,209.446,220.622
QI0013_1798,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,2.091494025,2.877203963,3.7523E-15,1.27661E-14,65.228,80.053,75.515,68.823,145.424,47.036,206.013,265.696,157.745,192.097,189.27,150.293
QI0013_1799,"Cell Cycle, Cell Division and Death",Bacterial cell division related cluster 2,Translation initiation factor 1,Bil_Bt,Bil_mono,2.348742712,5.984870087,2.26644E-13,7.1684E-13,694.593,563.129,601.899,466.223,564.521,467.822,2748.533,1980.902,1414.835,1205.835,1465.163,1164.767
QI0013_1800,Protein Synthesis,"tRNA aminoacylation, Pro",Aminoacyl-tRNA editing enzyme ProX,Bil_Bt,Bil_mono,2.645925874,4.250424971,1.9709E-113,7.1688E-112,71.399,135.261,210.998,188.709,162.601,177.976,469.675,598.526,649.48,465.026,558.203,479.78
QI0013_1802,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.293688679,7.605477578,6.38815E-39,4.69834E-38,4406.436,5765.63,10602.078,8496.355,9185.783,11423.508,1232.686,1803.141,2242.508,1809.703,2239.537,1704.279
QI0013_1804,DNA Processing,DNA processing cluster,Recombination protein RecR,Bil_Bt,Bil_mono,1.343948797,5.501224416,6.22705E-32,3.78643E-31,432.799,466.514,930.611,905.804,1055.758,837.758,730.794,1005.107,1258.063,1017.542,1295.108,1049.158
QI0013_1806,DNA Processing,DNA processing cluster,DNA polymerase III subunits gamma and tau (EC 2.7.7.7),Bil_Bt,Bil_mono,1.067976919,9.164542033,9.22894E-32,5.58623E-31,5495.044,8329.155,13397.242,12465.909,13458.054,13706.684,8390.571,14245.475,15184.398,11377.451,14981.17,12099.513
QI0013_1809,#N/A,#N/A,Zinc resistance-associated protein,Bil_Bt,Bil_mono,-3.036717698,8.406103047,2.7267E-238,7.7925E-236,10131.542,12997.052,21077.558,18564.546,19478.853,26020.072,947.828,1262.293,1394.386,1072.698,1412.321,1088.658
QI0013_181,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.103407341,0.453709971,1.39824E-07,3.19131E-07,18.511,14.722,35.536,23.311,33.207,25.425,24.586,35.93,44.792,23.774,27.862,22.159
QI0013_1811,"Cell Envelope, Capsule and Slime layer",Tol-Pal Cell Envelope Complex,Tol-Pal system beta propeller repeat protein TolB,Bil_Bt,Bil_mono,1.370962718,9.690043233,1.1185E-26,5.88059E-26,6152.615,8745.981,16833.173,15469.715,18518.136,18913.75,11895.331,21768.175,23391.022,17588.26,23337.882,19176.751
QI0013_1813,"Cell Envelope, Capsule and Slime layer",Tol-Pal Cell Envelope Complex,TolA protein,Bil_Bt,Bil_mono,1.346937025,7.108994955,1.11185E-65,1.62949E-64,1249.034,1979.232,2804.048,2429.909,2870.7,2522.172,2438.242,3383.135,3748.873,3010.783,3771.954,2990.436
QI0013_1814,"Cell Envelope, Capsule and Slime layer",Tol-Pal Cell Envelope Complex,Tol biopolymer transport system TolR protein,Bil_Bt,Bil_mono,1.354067219,5.813722204,2.11985E-58,2.62586E-57,559.729,630.299,1197.134,1021.25,1185.152,1081.839,1146.211,1528.935,1379.78,1281.913,1395.988,1118.523
QI0013_1815,"Cell Envelope, Capsule and Slime layer",Tol-Pal Cell Envelope Complex,Tol-Pal system protein TolQ,Bil_Bt,Bil_mono,1.444569791,7.140244218,8.81641E-57,1.03748E-55,1069.215,1772.2,2913.989,2384.396,2799.706,2768.796,2316.16,3845.503,3934.856,3051.675,3863.226,3212.985
QI0013_1818,#N/A,#N/A,Rubrerythrin,Bil_Bt,Bil_mono,-1.477888283,11.97780096,3.75749E-52,3.88468E-51,91519.713,114525.878,225431.036,196932.494,211728.754,238411.39,25937.265,35601.396,37983.39,33208.956,39505.593,34880.395
QI0013_1819,#N/A,#N/A,Rubredoxin,Bil_Bt,Bil_mono,-1.495967054,6.299566143,2.45438E-56,2.84637E-55,2030.892,2465.069,4613.076,3613.226,3666.527,4338.797,601.083,611.763,698.167,680.897,743.63,624.292
QI0013_1822,#N/A,#N/A,Periplasmic HysAB-type cytochrome-c3 [NiFeSe] hydrogenase small subunit (EC 1.12.2.1),Bil_Bt,Bil_mono,-1.989830246,7.127482425,1.2745E-154,9.1057E-153,3920.75,4678.018,8142.29,7017.763,7945.668,8143.667,805.4,1015.508,915.309,800.72,1072.211,833.353
QI0013_1823,"Protein Fate (folding, modification, targeting, degradation)",Selenocysteine metabolism,Periplasmic HysAB-type cytochrome-c3 [NiFeSe] hydrogenase large subunit (EC 1.12.2.1) @ selenocysteine-containing,Bil_Bt,Bil_mono,-1.931676076,7.884273789,1.0112E-148,6.4217E-147,6095.32,8192.053,13556.046,12034.098,13363.013,13832.539,1411.569,1652.8,1701.112,1505.392,1746.666,1463.426
QI0013_1825,#N/A,#N/A,Transcriptional regulator YafY family,Bil_Bt,Bil_mono,1.500201641,3.29409948,3.03957E-29,1.7177E-28,101.368,113.178,159.914,188.709,190.082,153.822,212.795,296.899,257.066,207.312,280.543,168.597
QI0013_1826,#N/A,#N/A,ABC transporter substrate-binding protein (cluster 3 basic aa/glutamine/opines),Bil_Bt,Bil_mono,1.444585143,8.560788462,7.29934E-37,5.07907E-36,2729.011,3883.013,7423.787,6975.581,8814.779,7410.152,6731.447,10903.944,10981.765,7612.545,10014.027,7946.237
QI0013_1829,#N/A,#N/A,Glutamine ABC transporter permease protein GlnP,Bil_Bt,Bil_mono,1.186174094,6.694809057,2.7822E-18,1.08495E-17,802.132,1115.216,2269.891,2240.089,2783.675,2487.848,1624.364,2422.468,3076.997,2223.377,2668.998,2104.096
QI0013_1830,Miscellaneous,Carbonic anhydrase,Sulfate permease,Bil_Bt,Bil_mono,1.71892318,8.086841503,2.53997E-57,3.0509E-56,1732.957,2484.392,4598.639,4389.154,5384.138,4595.591,5131.669,6905.264,8173.518,6648.258,7676.492,6140.799
QI0013_1831,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,2.963695759,1.990778223,1.27902E-11,3.67362E-11,31.733,24.844,26.652,26.641,35.497,5.085,165.319,186.271,92.505,75.127,69.175,103.085
QI0013_1835,#N/A,#N/A,OmpA/MotB domain protein,Bil_Bt,Bil_mono,-1.118567532,12.89099212,9.85791E-21,4.23192E-20,145733.246,184557.212,387607.188,345244.615,395515.414,453801.6,54832.467,91688.818,92748.1,72526.017,86561.819,70924.595
QI0013_1841,#N/A,#N/A,Uncharacterized metal-dependent hydrolase YcfH,Bil_Bt,Bil_mono,1.397876602,5.996143175,3.00452E-21,1.30664E-20,414.288,694.71,1337.059,1322.075,1498.902,1214.05,885.092,1717.097,1838.409,1473.058,1803.351,1404.657
QI0013_1842,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.416476726,0.687866143,3.5531E-11,9.89281E-11,7.052,12.882,34.426,39.962,32.062,35.595,31.368,36.876,51.608,35.186,41.313,31.793
QI0013_1848,#N/A,#N/A,Sulfatase,Bil_Bt,Bil_mono,1.085583867,2.947378649,3.51876E-14,1.14927E-13,90.791,137.102,171.019,137.647,180.922,148.737,155.145,191.944,195.72,120.774,172.937,183.049
QI0013_1849,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.465573573,1.64463934,6.88087E-11,1.88318E-10,40.547,49.688,46.642,51.062,54.964,40.68,67.823,113.465,73.03,79.882,57.646,56.841
QI0013_1850,#N/A,#N/A,Uncharacterized membrane protein PA1577,Bil_Bt,Bil_mono,2.348595264,3.572670858,2.81984E-70,4.47705E-69,83.739,87.414,137.704,101.015,114.507,170.348,290.792,347.012,368.071,324.282,347.796,270.719
QI0013_1851,RNA Processing,Queuosine and archaeosine,7-carboxy-7-deazaguanine synthase (EC 4.3.99.3),Bil_Bt,Bil_mono,1.329492395,5.406212356,2.53707E-50,2.48186E-49,437.206,639.501,826.223,724.865,791.246,822.503,778.271,1163.957,1152.9,897.719,1077.976,861.292
QI0013_1852,RNA Processing,Queuosine and archaeosine,7-cyano-7-deazaguanine synthase (EC 6.3.4.20),Bil_Bt,Bil_mono,1.680906107,6.281457118,1.0421E-104,3.1351E-103,711.341,847.454,1433.674,1052.331,1238.97,1257.272,1470.914,2252.271,2241.534,1689.88,2083.894,1851.681
QI0013_1858,RNA Processing,"RNA processing and degradation, bacterial",Ribonuclease Y,Bil_Bt,Bil_mono,1.071563317,8.935122717,9.60781E-33,5.96907E-32,4729.933,6492.545,11212.861,10975.106,13066.439,10701.435,8276.967,12799.748,12312.858,9383.258,11985.512,10054.186
QI0013_1861,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.583574042,0.606274949,1.9064E-09,4.83365E-09,9.696,19.323,38.868,18.871,16.031,34.324,44.933,33.094,43.818,23.774,48.038,26.976
QI0013_1873,"Stress Response, Defense and Virulence",Hfl operon,SSU ribosomal protein S1p,Bil_Bt,Bil_mono,1.900476747,12.03677139,3.84289E-92,9.43277E-91,27908.017,36208.635,68167.799,55819.075,62167.21,71013.643,78969.876,133645.175,130857.101,95683.18,114422.97,96153.511
QI0013_1874,RNA Processing,Ribonuclease H,Ribonuclease HI (EC 3.1.26.4),Bil_Bt,Bil_mono,2.042520289,4.934062549,1.78026E-89,4.09358E-88,199.211,269.603,483.074,352.997,487.802,352.138,672.297,846.256,973.733,707.525,918.489,698.475
QI0013_1875,#N/A,#N/A,Thymidylate kinase (EC 2.7.4.9),Bil_Bt,Bil_mono,1.32058015,6.557214108,8.50295E-51,8.42086E-50,907.026,1234.835,2067.777,1750.555,1787.46,1864.933,1458.198,2183.247,2662.187,2183.436,2614.235,2067.486
QI0013_1876,#N/A,#N/A,Plasmid replication DNA element cmp binding-factor 1,Bil_Bt,Bil_mono,1.167997389,7.874881544,2.32333E-53,2.46568E-52,2222.17,3238.911,5622.533,4815.415,4766.943,5367.244,3928.656,6085.482,6291.291,4685.448,5904.846,4893.179
QI0013_1877,Metabolite damage and its repair or mitigation,Metabolite repair,5-nucleotidase SurE (EC 3.1.3.5),Bil_Bt,Bil_mono,1.140648828,6.666514083,5.17406E-59,6.50987E-58,1043.653,1549.525,2289.88,2068.031,2258.086,2065.791,1762.554,2455.562,2632.975,2137.789,2571,2071.34
QI0013_188,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.381329403,0.983306076,2.83246E-07,6.30644E-07,22.037,35.886,34.426,35.522,26.337,34.324,57.65,47.277,25.317,51.353,50.92,39.5
QI0013_1880,#N/A,#N/A,FIG00603248: hypothetical protein,Bil_Bt,Bil_mono,2.001713163,5.320152641,5.25815E-81,1.04666E-79,260.032,322.051,647.43,546.147,619.485,490.705,726.555,1120.463,1161.664,978.552,1322.009,970.158
QI0013_1900,Protein Synthesis,"tRNA aminoacylation, Val",Valyl-tRNA synthetase (EC 6.1.1.9),Bil_Bt,Bil_mono,1.717452898,9.626878322,1.70232E-47,1.55857E-46,5078.993,6853.242,14411.142,12748.972,14955.811,13653.292,12832.139,21226.382,23661.72,19242.004,23090.005,18778.861
QI0013_1903,"Cofactors, Vitamins, Prosthetic Groups",NAD and NADP cofactor biosynthesis global,ADP-ribose pyrophosphatase (EC 3.6.1.13),Bil_Bt,Bil_mono,1.069206824,7.585620263,3.74439E-51,3.77363E-50,2141.956,2489.913,4629.733,4071.679,4652.435,4276.506,3259.75,5079.43,4828.744,3611.798,4880.673,3804.521
QI0013_1917,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-3.551082867,10.23847425,7.34687E-42,5.77501E-41,60002.104,65065.31,73191.765,56476.227,38228.294,75649.915,3860.832,3489.981,2806.299,2424.983,3085.008,2445.144
QI0013_1918,"Fatty Acids, Lipids, and Isoprenoids",Nonmevalonate Branch of Isoprenoid Biosynthesis,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4),Bil_Bt,Bil_mono,-1.4531958,6.968914913,4.07262E-34,2.62815E-33,3543.483,4090.046,7192.8,5454.806,4750.912,7318.622,1009.717,1429.653,1087.66,973.797,1073.172,907.536
QI0013_1920,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.460325,4.710701419,1.57941E-50,1.55264E-49,250.336,254.88,551.926,460.672,499.252,500.875,456.111,666.604,736.142,559.173,712.886,630.073
QI0013_1925,Respiration,Energy-conserving hydrogenase (ferredoxin),Energy-conserving hydrogenase (ferredoxin) subunit F,Bil_Bt,Bil_mono,1.065707888,8.151286069,4.3546E-13,1.34955E-12,2253.902,3140.456,6497.618,6963.37,8344.154,6887.666,4200.796,8092.86,7174.467,5551.785,7107.721,5706.3
QI0013_1926,Respiration,Energy-conserving hydrogenase (ferredoxin),Energy-conserving hydrogenase (ferredoxin) subunit E,Bil_Bt,Bil_mono,1.130419826,9.413751621,1.39255E-10,3.74434E-10,4694.675,6611.244,15419.489,15546.309,20734.999,17282.728,9965.763,17348.731,17704.419,14082.02,18315.976,14482.999
QI0013_1927,Respiration,Energy-conserving hydrogenase (ferredoxin),Energy-conserving hydrogenase (ferredoxin) subunit D,Bil_Bt,Bil_mono,1.209188324,7.571014892,4.55906E-14,1.48058E-13,1280.767,1942.427,3986.746,4151.603,5376.122,4697.292,2972.349,5245.845,4903.721,3813.405,5032.474,4081.021
QI0013_1928,Respiration,Energy-conserving hydrogenase (ferredoxin),Energy-conserving hydrogenase (ferredoxin) subunit C,Bil_Bt,Bil_mono,1.014898656,7.564529157,3.70516E-13,1.15185E-12,1605.145,2296.683,4236.611,4333.652,5483.759,5154.944,2829.073,5652.426,4379.853,3491.976,4879.713,3688.911
QI0013_1929,Respiration,Energy-conserving hydrogenase (ferredoxin),Energy-conserving hydrogenase (ferredoxin) subunit B,Bil_Bt,Bil_mono,1.061048208,8.633669286,5.30306E-11,1.46429E-10,3049.864,4179.3,9601.505,8649.542,11507.993,11067.557,5377.527,9342.861,10705.224,8592.999,10468.468,8255.493
QI0013_1934,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.353001642,4.363966264,3.17275E-44,2.6282E-43,178.937,256.721,485.295,398.509,398.486,371.207,416.265,541.793,538.475,407.017,535.145,448.951
QI0013_1941,Energy and Precursor Metabolites Generation,Fermentations: Mixed acid,Alcohol dehydrogenase (EC 1.1.1.1)%3B Acetaldehyde dehydrogenase (EC 1.2.1.10),Bil_Bt,Bil_mono,-1.022824574,2.657107746,1.4041E-07,3.20285E-07,96.08,133.421,349.812,284.174,333.217,329.255,56.802,66.188,69.135,78.931,75.9,43.354
QI0013_1943,#N/A,#N/A,ABC transporter substrate-binding protein (cluster 10 nitrate/sulfonate/bicarbonate),Bil_Bt,Bil_mono,1.1649057,3.405830741,1.62259E-24,7.95587E-24,112.827,124.22,264.302,179.829,259.932,241.539,185.666,244.894,279.461,217.773,289.19,218.695
QI0013_1953,DNA Processing,"DNA repair, bacterial MutHLS system",Methyl-directed repair DNA adenine methylase (EC 2.1.1.72),Bil_Bt,Bil_mono,1.261026149,5.704614529,2.817E-30,1.64778E-29,625.839,838.252,1138.277,915.795,895.448,903.863,1030.064,1188.541,1397.307,1134.512,1344.107,1053.975
QI0013_1954,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.442145168,4.198195738,9.87384E-38,7.05451E-37,176.293,270.523,373.133,303.045,342.377,272.049,368.788,446.294,479.077,418.428,459.244,434.5
QI0013_1957,#N/A,#N/A,Bacterioferritin (EC 1.16.3.1),Bil_Bt,Bil_mono,-3.185794509,10.74471174,9.385E-216,1.7068E-213,58482.46,73781.846,100127.285,93600.88,104887.629,112576.094,4790.009,7329.81,5617.468,4717.781,5612.775,4956.764
QI0013_1958,#N/A,#N/A,Na(+)-linked D-alanine glycine permease,Bil_Bt,Bil_mono,-1.726545165,7.690919921,2.81209E-91,6.69712E-90,5034.038,6478.743,11698.156,10379.007,11906.479,11740.051,1161.471,1687.785,2051.656,1355.138,1616.963,1491.365
QI0013_196,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.201928484,4.880240146,2.35997E-14,7.75863E-14,947.573,1048.966,1325.954,1148.906,1052.323,1444.147,301.813,248.676,316.463,278.635,282.464,266.866
QI0013_1962,Membrane Transport,Copper Transport System,Lead cadmium zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5)%3B Copper-translocating P-type ATPase (EC 3.6.3.4),Bil_Bt,Bil_mono,-1.019023918,7.106425953,8.62355E-16,3.03188E-15,3225.275,3686.102,7132.832,5390.423,6408.979,7260.144,1321.703,1126.136,1471.311,1352.285,1868.683,1600.23
QI0013_1964,#N/A,#N/A,Pantothenate:Na+ symporter (TC 2.A.21.1.1),Bil_Bt,Bil_mono,1.243613119,6.22114902,2.21623E-50,2.17331E-49,740.429,1028.722,1657.998,1417.539,1555.01,1506.439,1236.077,1647.127,2091.579,1688.929,1982.053,1596.377
QI0013_1967,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.235707944,9.391417331,4.52965E-51,4.53078E-50,16031.177,21726.469,32714.636,30164.613,32537.276,34625.205,5240.186,8523.079,7273.788,5260.787,6958.803,5873.934
QI0013_1991,#N/A,#N/A,COG4123: Predicted O-methyltransferase,Bil_Bt,Bil_mono,1.613169551,3.523427301,1.88361E-37,1.3386E-36,107.539,110.417,192.119,192.039,210.694,203.401,172.101,347.012,327.174,247.253,348.757,275.536
QI0013_1992,#N/A,#N/A,Dabb,Bil_Bt,Bil_mono,-1.037081746,9.035511858,1.20925E-27,6.51171E-27,10851.697,14210.723,25296.401,23596.422,26462.659,27348.535,3782.836,5834.915,6401.323,5223.699,6739.749,5617.666
QI0013_200,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.488722725,9.081297527,2.6862E-34,1.7419E-33,17226.442,19590.812,25621.782,24455.604,25095.441,26044.226,4528.89,6215.021,4564.862,3626.063,4801.891,3853.655
QI0013_2001,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.114361371,1.710355319,0.000109818,0.000199085,51.125,38.646,56.636,62.163,96.186,54.664,95.8,118.192,54.529,36.137,67.253,58.768
QI0013_2002,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,2.158173576,4.352796922,6.42301E-65,9.24405E-64,159.545,141.702,305.391,222.011,287.414,216.114,536.651,628.783,590.082,439.35,599.516,461.475
QI0013_2003,#N/A,#N/A,Branched-chain amino acid ABC transporter ATP-binding protein LivF (TC 3.A.1.4.1),Bil_Bt,Bil_mono,1.624748582,7.335587944,5.19024E-42,4.10398E-41,1040.127,1606.574,2784.059,2546.464,3523.393,2995.08,2684.949,4357.985,4700.211,3645.083,4819.185,3731.302
QI0013_2004,#N/A,#N/A,Branched-chain amino acid ABC transporter ATP-binding protein LivG (TC 3.A.1.4.1),Bil_Bt,Bil_mono,1.720595581,7.445101773,1.50577E-45,1.29283E-44,1098.304,1482.354,3172.739,2647.479,3469.574,3072.626,2829.921,4992.441,5073.151,4067.315,5065.14,4212.045
QI0013_2005,#N/A,#N/A,Branched-chain amino acid ABC transporter permease protein LivM (TC 3.A.1.4.1),Bil_Bt,Bil_mono,1.628800194,7.206024666,1.00846E-55,1.14953E-54,1057.756,1367.336,2772.954,2336.664,2765.354,2885.752,2437.394,4184.951,4515.201,3254.232,4260.982,3301.619
QI0013_2006,#N/A,#N/A,Branched-chain amino acid ABC transporter permease protein LivH (TC 3.A.1.4.1),Bil_Bt,Bil_mono,1.428386598,7.363311967,1.14763E-17,4.33994E-17,1033.075,1521.92,3688.017,2875.04,3546.294,4003.186,2305.139,3939.111,5187.077,3916.11,4791.323,3521.277
QI0013_2009,"Fatty Acids, Lipids, and Isoprenoids",Nonmevalonate Branch of Isoprenoid Biosynthesis,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148),Bil_Bt,Bil_mono,1.736444169,7.866088498,5.4634E-105,1.656E-103,2030.01,2479.791,3971.199,3313.512,3574.921,3657.404,5460.611,6692.518,6442.22,5332.11,6162.331,4713.984
QI0013_2010,Nucleosides and Nucleotides,DeNovo Purine Biosynthesis,Ribose-phosphate pyrophosphokinase (EC 2.7.6.1),Bil_Bt,Bil_mono,1.989135497,10.21050837,1.90367E-89,4.35232E-88,6808.424,9581.472,18115.817,15669.525,19826.956,16949.659,23215.862,34119.738,36654.244,28019.492,35105.301,27916.841
QI0013_2011,Protein Synthesis,"Ribosome LSU, bacterial",LSU ribosomal protein L25p,Bil_Bt,Bil_mono,2.027743025,9.563739194,2.36912E-73,3.91689E-72,4215.159,5674.536,10749.777,10356.806,13324.081,10186.576,15850.268,21958.229,23685.09,17647.221,22066.793,17440.679
QI0013_2012,Protein Synthesis,"Translation termination factors, bacterial",Peptidyl-tRNA hydrolase (EC 3.1.1.29),Bil_Bt,Bil_mono,3.082607602,4.739056692,4.7838E-106,1.5071E-104,108.42,105.817,223.213,168.728,212.984,195.773,802.856,830.182,999.05,696.113,765.728,565.524
QI0013_2016,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.426666696,4.73271164,7.75737E-29,4.31073E-28,678.727,748.078,1542.504,1253.251,1212.633,1458.131,201.774,180.598,259.987,258.665,269.013,207.134
QI0013_2025,#N/A,#N/A,Permease of the drug/metabolite transporter (DMT) superfamily,Bil_Bt,Bil_mono,1.357777676,1.467517201,6.49018E-11,1.77858E-10,27.325,32.205,61.078,37.742,50.383,71.19,44.933,48.222,85.689,83.686,73.979,52.988
QI0013_2027,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,3.072639707,1.29217329,1.08063E-48,1.01732E-47,7.052,13.802,21.1,14.431,26.337,12.713,48.324,83.207,90.557,53.255,91.272,79.963
QI0013_2031,#N/A,#N/A,Glycerol-3-phosphate ABC transporter substrate-binding protein UgpB,Bil_Bt,Bil_mono,-1.032048926,10.27086318,6.50418E-12,1.89951E-11,20289.527,27896.043,59903.353,59598.81,67834.181,72760.349,8458.394,14763.63,16512.57,12462.512,15720.957,11888.526
QI0013_2041,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.422355265,4.322767645,2.92311E-17,1.08491E-16,131.338,210.713,375.354,432.921,523.299,330.527,366.245,661.877,561.844,383.242,543.792,363.207
QI0013_2065,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.554420519,-0.153890906,3.63732E-05,6.90038E-05,8.815,11.962,22.21,16.651,3.435,13.984,26.281,28.366,26.291,19.019,6.725,18.305
QI0013_2066,#N/A,#N/A,Coenzyme A ligase,Bil_Bt,Bil_mono,1.015284728,9.475777058,5.33655E-23,2.50605E-22,6644.472,9056.069,17387.32,16580.879,19234.952,17252.218,11095.866,17168.133,18124.098,14642.144,17326.391,14716.145
QI0013_2067,#N/A,#N/A,Chloride channel protein,Bil_Bt,Bil_mono,1.044925688,6.346307175,6.32319E-28,3.42806E-27,801.25,1132.699,2094.43,1701.713,1882.502,2004.771,1148.754,1967.665,2221.086,1668.008,2103.109,1665.742
QI0013_2071,#N/A,#N/A,Branched-chain amino acid ABC transporter permease protein LivH (TC 3.A.1.4.1),Bil_Bt,Bil_mono,1.269309323,6.832728651,1.47751E-25,7.53059E-25,929.944,1213.672,2390.937,2335.554,2884.441,2514.545,1728.642,2834.723,3283.429,2444.003,3205.104,2352.656
QI0013_2072,#N/A,#N/A,Branched-chain amino acid ABC transporter permease protein LivM (TC 3.A.1.4.1),Bil_Bt,Bil_mono,1.376674826,6.976498239,8.65443E-44,7.08106E-43,1045.416,1391.26,2728.533,2344.434,2872.991,2354.367,2039.781,3063.543,3699.213,2830.098,3361.708,2809.315
QI0013_2073,#N/A,#N/A,Branched-chain amino acid ABC transporter ATP-binding protein LivG (TC 3.A.1.4.1),Bil_Bt,Bil_mono,1.275405489,6.246582251,6.37704E-36,4.33184E-35,664.623,944.989,1633.566,1558.516,1847.004,1379.313,1324.247,1683.058,2022.444,1736.478,1958.995,1723.547
QI0013_2089,RNA Processing,RNA pseudouridine synthases,tRNA pseudouridine(38-40) synthase (EC 5.4.99.12),Bil_Bt,Bil_mono,2.151877381,6.429014441,3.65664E-46,3.17358E-45,372.859,599.015,1261.544,1148.906,1425.617,1057.685,1489.566,2267.4,2679.714,2293.749,2821.759,2231.266
QI0013_2098,"Cofactors, Vitamins, Prosthetic Groups",Cobalamin synthesis,Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3) @ Sirohydrochlorin ferrochelatase activity of CbiK (EC 4.99.1.4),Bil_Bt,Bil_mono,-1.158827074,6.321706678,2.78865E-17,1.03693E-16,2529.8,2892.016,3560.308,3173.645,3143.228,3525.193,762.163,1079.804,795.54,636.201,772.453,733.158
QI0013_2105,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,2.159572158,3.268707607,7.0499E-45,5.91335E-44,52.888,106.737,115.493,123.216,128.248,100.429,212.795,330.938,225.906,241.547,308.405,230.256
QI0013_2106,#N/A,#N/A,RNA-binding protein Jag,Bil_Bt,Bil_mono,1.837320846,8.697142573,1.84059E-85,3.98065E-84,2702.567,3773.516,6519.828,5835.555,7763.601,6323.228,7812.378,11548.801,11933.102,9839.726,12312.171,9883.662
QI0013_2107,#N/A,#N/A,Inner membrane protein translocase and chaperone YidC long form,Bil_Bt,Bil_mono,2.202028696,9.22041148,1.37617E-73,2.3038E-72,2935.274,4092.806,8068.996,7323.028,7906.736,8697.935,9994.588,17237.157,19721.021,15198.463,18908.767,15221.938
QI0013_2108,#N/A,#N/A,Ribonuclease P protein component (EC 3.1.26.5),Bil_Bt,Bil_mono,1.907847425,8.33706665,1.228E-112,4.3867E-111,2114.631,2899.378,5223.858,4366.953,4843.663,5129.519,5745.468,9455.38,10066.455,7228.352,9533.646,8061.846
QI0013_2109,Protein Synthesis,"Ribosomal proteins, single-copy",LSU ribosomal protein L34p,Bil_Bt,Bil_mono,1.387834003,7.469232077,1.75262E-30,1.03273E-29,1950.679,2573.646,3502.562,3010.467,2886.731,3104.408,4178.753,5490.739,4557.072,3270.399,4045.771,3340.156
QI0013_2110,DNA Processing,"DNA repair, bacterial",Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63),Bil_Bt,Bil_mono,-1.225445275,5.765611983,4.23518E-39,3.13216E-38,1577.82,1616.695,2745.191,2373.296,2270.682,2744.642,460.35,528.556,581.319,462.173,620.653,494.231
QI0013_2111,"Stress Response, Defense and Virulence",ZraPRS-based zinc resistance,Zinc resistance-associated protein ZraP,Bil_Bt,Bil_mono,1.200963075,9.652901991,8.04986E-17,2.95211E-16,10384.522,13555.58,15335.09,14982.401,14259.606,15106.338,17082.106,26464.663,17402.562,13709.238,19711.964,14938.694
